Title,Description,Links,"Publication Date"
"На главного прокурора Болгарии Ивана Гешева совершено покушение","В Болгарии на участке трассы София—Самоков прогремел взрыв, сообщает телеканал БНТ со ссылкой на республиканское МВД. Бомба сработала в момент проезда кортежа главного прокурора страны Ивана Гешева.",https://www.kommersant.ru/doc/5966352,"Mon, 01 May 2023 16:46:53 +0300"
"В Париже на акции против повышения пенсионного возраста произошли стычки демонстрантов с полицией","Первомайская демонстрация стартовала в Париже в 14:00 по местному времени с площади Республики. Профсоюзы обещали «мощную» акцию протеста против окончательно принятого 15 апреля закона, поднявшего возраст выхода на пенсию до 64 лет.",https://www.kommersant.ru/doc/5966347,"Mon, 01 May 2023 16:29:50 +0300"
"Грузия отказала девяти гражданам РФ в предоставлении политического убежища","За первые три месяца текущего года 24 гражданина РФ обратились к грузинским властям с просьбой о предоставлении политического убежища либо так называемого гуманитарного статуса, гарантирующих, что их не отправят обратно в Россию. Об этом сообщает МВД Грузии.",https://www.kommersant.ru/doc/5966326,"Mon, 01 May 2023 16:16:52 +0300"
"Джек Ма стал преподавателем в Токио","Токийский колледж, подразделение Института передовых исследований Токийского университета, сообщил о том, что основатель Alibaba Джек Ма принял приглашение колледжа стать его внештатным профессором. Господин Ма будет проводить семинары по предпринимательской деятельности и примет участие в исследовательских проектах, связанных с ресурсосберегающей сельскохозяйственной деятельностью и производством продуктов питания.",https://www.kommersant.ru/doc/5966327,"Mon, 01 May 2023 16:12:23 +0300"
"Astellas Pharma приобретает Iveric Bio за $5,9 млрд","Японская фармацевтическая компания Astellas договорилась с американской Iveric Bio о покупке всех ее акций по цене $40 за каждую, что на 64% выше их стоимости на момент закрытия торгов 31 марта — последнего дня перед тем, как начались переговоры. Общая сумма сделки составит порядка $5,9 млрд.",https://www.kommersant.ru/doc/5966328,"Mon, 01 May 2023 15:59:25 +0300"
"Клишас раскритиковал законопроект об обязательном распределении выпускников вузов","Председатель комитета Совета федерации по конституционному законодательству и государственному строительству Андрей Клишас раскритиковал законопроект об обязательном распределении выпускников российских университетов. Закрыть кадровые потребности целесообразнее при помощи механизма целевого набора, считает сенатор.",https://www.kommersant.ru/doc/5966334,"Mon, 01 May 2023 15:56:03 +0300"
"В Грузии задержан мужчина за попытку продать уран на $2 млн","Сотрудники Службы госбезопасности Грузии задержали мужчину, который, как утверждается, планировал продать радиоактивное вещество за $2 млн долларов. По данным телеканала Rustavi, в заключении радиологической экспертизы указано, что в представленном для исследования материале обнаружен уран.",https://www.kommersant.ru/doc/5966321,"Mon, 01 May 2023 15:55:03 +0300"
"Богомаз: в результате подрыва железнодорожных путей с рельсов сошли два локомотива","Губернатор Брянской области Александр Богомаз посетил место подрыва железнодорожных путей в Унечском районе. Он заявил, что в результате ЧП с рельсов сошло два локомотива грузового состава, а не один, как сообщалось изначально.",https://www.kommersant.ru/doc/5966329,"Mon, 01 May 2023 15:22:52 +0300"
"First Republic Bank закрыт и продан JPMorgan Chase","Федеральная корпорация страхования вкладов (FDIC) объявила, что проблемный First Republic Bank был закрыт сегодня Департаментом финансовой защиты и инноваций Калифорнии и перешел под внешнее управление FDIC. Регулятор, в свою очередь, принял решение о продаже First Republic другому американскому банку — JPMorgan Chase.",https://www.kommersant.ru/doc/5966315,"Mon, 01 May 2023 14:45:10 +0300"
"Из-за пожара в Борзе эвакуированы девять воспитанников Центра помощи детям","Воспитанников Борзинского центра помощи детям в Забайкальском крае эвакуировали из учреждения из-за пожара в городе Борзя. Всего было эвакуировано девять детей, сообщила вице-премьер краевого правительства Инна Щеглова.",https://www.kommersant.ru/doc/5966313,"Mon, 01 May 2023 14:44:23 +0300"
"Футбольный клуб «Факел» возглавил Вадим Евсеев","Главным тренером воронежского футбольного клуба «Факел», выступающего в Российской премьер-лиге (РПЛ), назначен Вадим Евсеев, сообщила пресс-служба команды. Срок и условия его контракта не приводятся.",https://www.kommersant.ru/doc/5966314,"Mon, 01 May 2023 14:35:17 +0300"
"Главы МИД Армении и Азербайджана проведут в США переговоры с Блинкеном","Министры иностранных дел Азербайджана и Армении Джейхун Байрамов и Арарат Мирзоян сегодня, 1 мая, посетят США. Там они проведут переговоры с участием госсекретаря Энтони Блинкена, сообщается на сайте Госдепа.",https://www.kommersant.ru/doc/5966311,"Mon, 01 May 2023 14:24:01 +0300"
"Состояние российских миллиардеров с начала 2023 года года выросло на $16,35 млрд","С начала 2023 года совокупное состояние богатейших предпринимателей из России выросло на $16,35 млрд, подсчитало «РИА Новости» на основании данных рейтинга Bloomberg Billionaires Index. Сильнее всего выросло состояние совладельца НК ЛУКОЙЛ Вагита Алекперова — более чем на $3,7 млрд, до $19,1 млрд.",https://www.kommersant.ru/doc/5966309,"Mon, 01 May 2023 14:18:45 +0300"
"СМИ: на месте подрыва ЛЭП в Ленобласти нашли еще три взрывных устройства","На месте подрыва линии электропередачи (ЛЭП) в Гатчинском районе Ленинградской области обнаружили еще три взрывных устройства, сообщает Telegram-канал 78 со ссылкой на источник. Он уточнил, что там продолжают работать оперативные службы ФСБ и МВД.",https://www.kommersant.ru/doc/5966310,"Mon, 01 May 2023 14:16:28 +0300"
"В Брянской области потушен пожар на месте схода вагонов после подрыва железнодорожных путей","Пожар, начавшийся в результате подрыва железнодорожных путей в Брянской области, потушен, сообщили в РЖД. Для ликвидации последствий разлива нефтепродуктов, который образовался из-за сошедших с путей грузовых вагонов, на место отправили экологическую лабораторию.",https://www.kommersant.ru/doc/5966306,"Mon, 01 May 2023 14:11:25 +0300"
"Бой Фабио Мальдонадо и Ивана Емельяненко отменен","Планировавшийся на 26 мая бой по правилам смешанных единоборств (ММА) между бразильцем Фабио Мальдонадо и россиянином Иваном Емельяненко отменен. Об этом сам Мальдонадо сообщил ТАСС, причины отмены неизвестны.",https://www.kommersant.ru/doc/5966304,"Mon, 01 May 2023 13:51:40 +0300"
"Министр обороны Украины Резников призвал власти Японии поставить вооружение для борьбы с беспилотниками","Министр обороны Украины Алексей Резников обратился к японским властям с просьбой оказать поддержку Киеву и предоставить средства радиоэлектронной борьбы. Об этом он заявил в интервью агентству «Киодо».",https://www.kommersant.ru/doc/5966301,"Mon, 01 May 2023 13:49:51 +0300"
"Канал для водоснабжения Донбасса запустили в тестовом режиме","В канал Дон–Донбасс, который строят для снабжения Донецкой агломерации, 30 апреля был совершен первый пуск воды. Об этом сообщается в Telegram-канале Военно-строительной компании (ВСК) Минобороны РФ.",https://www.kommersant.ru/doc/5966299,"Mon, 01 May 2023 13:40:03 +0300"
"РЕН ТВ: похожий на гранату Ф-1 предмет нашли в Южном Бутово","В районе Южное Бутово в Москве у площадки для выгула собак обнаружили предмет, похожий на гранату Ф-1. Об этом сообщает РЕН ТВ.",https://www.kommersant.ru/doc/5966293,"Mon, 01 May 2023 13:21:47 +0300"
"Путин присвоил звания Героев Труда пяти россиянам","Президент России Владимир Путин подписал указ о присуждении звания «Герой Труда РФ» пятерым гражданам «за особые трудовые заслуги перед государством и народом». Соответствующий документ опубликован на сайте Кремля.",https://www.kommersant.ru/doc/5966294,"Mon, 01 May 2023 13:04:09 +0300"
"«Известия»: на юго-западе Брянской области введен план «Перехват» после подрыва железнодорожных путей","Железнодорожные пути в Брянской области подорвали прямо перед самим поездом, сообщают «Известия» со ссылкой на источник. По данным издания, на юго-западе региона ввели план «Перехват».",https://www.kommersant.ru/doc/5966289,"Mon, 01 May 2023 12:43:40 +0300"
"На Украину поступили американские авиационные ракеты Zuni","Командующий воздушными силами Вооруженных сил Украины (ВСУ) Николай Олещук опубликовал в Telegram фотографию самолета Су-25 с ракетами. Как уточняет агентство УНИАН,  это американские неуправляемые авиационные ракеты класса «воздух–земля» Zuni.",https://www.kommersant.ru/doc/5966290,"Mon, 01 May 2023 12:41:42 +0300"
"Бета-версия Steam позволяет показывать заметки поверх игр","Сервис цифровой дистрибуции игр Steam выпустил новую бета-версию, в которой появилась функция блокнота поверх игры. Теперь пользователи могут создать ряд заметок (например, о том, что им надо сделать в игре) и видеть их во время игрового процесса.",https://www.kommersant.ru/doc/5966262,"Mon, 01 May 2023 12:36:19 +0300"
"Власти Днепропетровской области сообщили о 34 раненых при взрывах в Павлограде","В результате взрывов в городе Павлоград Днепропетровской области ранения получили 34 человека, в том числе пятеро детей, сообщил в Telegram глава местной администрации Сергей Лысак. Взрывы произошли сегодня, 1 мая, ночью.",https://www.kommersant.ru/doc/5966287,"Mon, 01 May 2023 12:34:39 +0300"
"Ян Непомнящий сохранил второе место в рейтинге Международной шахматной федерации","Российский гроссмейстер Ян Непомнящий сохранил свою позицию в рейтинге Международной шахматной федерации (FIDE). На его счету 2 794 очка, он находится на втором месте.",https://www.kommersant.ru/doc/5966283,"Mon, 01 May 2023 12:23:00 +0300"
"После подрыва опоры ЛЭП в Ленобласти возбудили дело о диверсии","По факту подрыва опоры линии электропередачи (ЛЭП) в Ленинградской области ФСБ возбудила дело по ст. 281 (диверсия) и 222.1 (незаконный оборот взрывных устройств) УК РФ.",https://www.kommersant.ru/doc/5966285,"Mon, 01 May 2023 12:17:49 +0300"
"«Газпром» остановил подачу газа в Армению до 4 мая из-за ремонта","Подача газа из России в Армению по магистральному газопроводу «Северный Кавказ—Закавказье» временно приостановлена из-за ремонтных работ. Возобновить подачу топлива планируют 4 мая.",https://www.kommersant.ru/doc/5966278,"Mon, 01 May 2023 12:04:28 +0300"
"«Ренхап»: замглавы МИД Южной Кореи посетит Москву","Первый заместитель министра иностранных дел Чан Хо Чжин планирует посетить Россию, сообщает «Ренхап» со ссылкой на источники. Предполагается, что темой встречи будет недавнее заявление южнокорейского президента Юн Сок Ёля о возможных поставках оружия Украине.",https://www.kommersant.ru/doc/5966282,"Mon, 01 May 2023 12:04:14 +0300"
"В Брянской области в результате подрыва путей сошел с рельсов поезд с нефтепродуктами","Губернатор Брянской области Александр Богомаз сообщил в Telegram, что в Унечском районе на 136-м километре железнодорожных путей Брянск—Унеча сработало неустановленное взрывное устройство. В результате подрыва сошел с рельсов локомотив грузового состава, начался пожар.",https://www.kommersant.ru/doc/5966276,"Mon, 01 May 2023 11:35:03 +0300"
"На Ленинградской АЭС заявили, что подрыв опоры ЛЭП в Ленобласти не повлиял на ее работу","Подрыв опоры линии электропередачи (ЛЭП) в Ленинградской области не повлиял на работу Ленинградской атомной электростанции (ЛАЭС). Об этом сообщила «РИА Новости» представитель станции.",https://www.kommersant.ru/doc/5966272,"Mon, 01 May 2023 11:25:00 +0300"
"Федерация шахмат России подписала меморандум о сотрудничестве с Азиатской федерацией","Федерация шахмат России (ФШР) и Азиатская шахматная федерация (ACF, или АШФ) подписали меморандум о сотрудничестве, сообщает пресс-служба ФШР. Церемония прошла в Музее шахмат ФШР.",https://www.kommersant.ru/doc/5966268,"Mon, 01 May 2023 11:24:45 +0300"
"Володин предложил ФНС держать на контроле зарабатывающих в соцсетях лайф-коучей","Спикер Госдумы Вячеслав Володин раскритиковал лайф-коучей, которые зарабатывают деньги, «используя мошеннические схемы, чтобы не платить налоги». Он считает, что такие блогеры должны быть «на особом контроле» Федеральной налоговой службы (ФНС).",https://www.kommersant.ru/doc/5966263,"Mon, 01 May 2023 11:00:02 +0300"
"В аэропорту Кишинева задержана вице-председатель оппозиционной партии «Шор» Марина Таубер","Вице-председатель молдавской оппозиционной партии «Шор» Марина Таубер задержана в аэропорту Кишинева при попытке покинуть страну. Прокуратура Молдавии утверждает, что госпожа Таубер нарушила условия, «предусмотренные примененными к ней мерами пресечения».",https://www.kommersant.ru/doc/5966266,"Mon, 01 May 2023 10:57:45 +0300"
"В Европе AppStore на смартфонах используют свыше 101 млн человек","Американская корпорация Apple в первый раз раскрыла количество пользователей собственного цифрового магазина в странах Европейского союза — общее число покупателей AppStore на iOS составило около 101 млн человек. Компания вынуждена была предоставить эти данные из-за нового закона ЕС о цифровых сервисах.",https://www.kommersant.ru/doc/5966255,"Mon, 01 May 2023 10:44:43 +0300"
"SuperJob: каждый пятый работодатель контролирует, откуда работают сотрудники на удаленке","Согласно опросу SuperJob, большинство российских работодателей не проверяют фактическое место работы своих сотрудников на удаленке. Предоставить такую информацию требует только каждый пятый работодатель.",https://www.kommersant.ru/doc/5966238,"Mon, 01 May 2023 10:43:03 +0300"
"В Таджикистане в результате падения автобуса в овраг погибли шесть человек","На севере Таджикистана микроавтобус упал в 200-метровый овраг. В результате погибли шесть человек, еще трое получили ранения, сообщает Комитет по чрезвычайным ситуациям и гражданской обороне (КЧС) республики.",https://www.kommersant.ru/doc/5966240,"Mon, 01 May 2023 10:42:43 +0300"
"Актер из Улан-Удэ, вскрывший вены во время спектакля, уехал из России","Актер Артур Шувалов, который в конце марта порезал себе вены на сцене во время поклонов после спектакля в Улан-Удэ, эмигрировал из России. Сейчас он находится в «третьей стране», рассказал SOTA сам актер.",https://www.kommersant.ru/doc/5966259,"Mon, 01 May 2023 10:41:58 +0300"
"Михаил Галактионов ушел с поста главного тренера молодежной сборной России по футболу","Главный тренер молодежной сборной России по футболу Михаил Галактионов покинул свой пост. Об этом Sport24 сообщил председатель директоров футбольного клуба «Локомотив» Юрий Нагорных.",https://www.kommersant.ru/doc/5966254,"Mon, 01 May 2023 10:29:28 +0300"
"Девять домов загорелись в городе Борзя в Забайкальском крае","В городе Борзя Забайкальского края загорелись девять жилых домов. Тушение пожара осложняет сильный, до 23 м/с, ветер.",https://www.kommersant.ru/doc/5966253,"Mon, 01 May 2023 10:18:10 +0300"
"ЦИК: проект новой конституции Узбекистана поддержали 90,21% участников референдума","Проект закона о новой редакции конституции Узбекистана поддержали 90,21% участников референдума, сообщил председатель Центральной избирательной комиссии (ЦИК) республики Зайниддин Низамходжаев. По его словам, явка превысила 84%.",https://www.kommersant.ru/doc/5966249,"Mon, 01 May 2023 10:06:28 +0300"
"Омбудсмен Украины посоветовал жителям подконтрольных России территорий получить паспорт РФ","Украинский омбудсмен Дмитрий Лубинец считает, что украинцам на подконтрольных России территориях не надо отказываться от гражданства РФ. Так он прокомментировал подписанный Владимиром Путиным указ об особенностях правового положения жителей присоединенных регионов, позволяющий в том числе депортировать их из России.",https://www.kommersant.ru/doc/5966228,"Mon, 01 May 2023 09:50:51 +0300"
"Мировые кассовые сборы «Братьев Супер Марио в кино» превысили $1 млрд","Кассовые сборы анимационного фильма «Братья Супер Марио в кино», снятого по мотивам популярной видеоигры 1980-х годов, спустя месяц после премьеры составили более $1 млрд. CNN отмечает, что картина стала десятым за всю историю фильмом, чьи сборы превысили этот показатель.",https://www.kommersant.ru/doc/5966242,"Mon, 01 May 2023 09:18:29 +0300"
"В Ленинградской области подорвали опору линии электропередачи","В Гатчинском районе Ленинградской области была подорвана опора линии электропередачи, сообщил губернатор региона Александр Дрозденко. По его словам, на второй опоре было обнаружено взрывное устройство, его разминировали.",https://www.kommersant.ru/doc/5966241,"Mon, 01 May 2023 09:03:44 +0300"
"В Гаване откроют центр обучения русскому языку","В середине мая в столице Кубы Гаване откроется центр открытого образования по изучению русского языка, сообщил замминистра просвещения России Андрей Корнеев по итогам заседания комиссии по сотрудничеству между Госдумой и Национальной ассамблеей народной власти Кубы. Он отметил, что все необходимое оборудование уже доставлено в республику.",https://www.kommersant.ru/doc/5966234,"Mon, 01 May 2023 08:49:30 +0300"
"Министерство информации Индии осудило публикацию Минобороны Украины с карикатурой на богиню Кали","Старший советник Министерства информации и радиовещания Индии Канчан Гупта раскритиковал публикацию Минобороны Украины, которое выложило в Twitter фото с карикатурой на индийскую богиню Кали. Господин Гупта назвал это «нападением на чувства индуистов».",https://www.kommersant.ru/doc/5966232,"Mon, 01 May 2023 08:34:55 +0300"
"Посольство России заявило о разрушении сотрудничества с Финляндией","База двустороннего сотрудничества между Россией и Финляндией практически полностью разрушена по вине финской стороны, заявили «Известиям» в посольстве РФ в Хельсинки. По мнению российской дипмиссии, вступление Финляндии в НАТО создало «новые политические реалии в отношениях наших стран».",https://www.kommersant.ru/doc/5966229,"Mon, 01 May 2023 08:16:31 +0300"
"На Украине отменили воздушную тревогу","На всей территории Украины объявили отбой воздушной тревоги сегодня утром, 1 мая. Об этом следует из данных официального ресурса по оповещению граждан.",https://www.kommersant.ru/doc/5966227,"Mon, 01 May 2023 07:43:59 +0300"
"В Краснодарском крае возбудили уголовное дело после пропажи двух человек на трассе М-4 «Дон»","Два человека пропали без вести на трассе М-4 «Дон». По факту произошедшего возбудили уголовное дело по признакам преступления, предусмотренного п.п.",https://www.kommersant.ru/doc/5966226,"Mon, 01 May 2023 07:21:41 +0300"
"Главные новости к утру 1 мая","На всей территории Украины объявляли воздушную тревогу. В Киеве и Киевской области и Днепре, а также в Павлограде и Сумской области были слышны взрывы.",https://www.kommersant.ru/doc/5966222,"Mon, 01 May 2023 07:02:15 +0300"
"Всемирный банк: ИИ позволит изменить четверть всех рабочих мест в течение пяти лет","В течение следующих пяти лет искуственный интеллект (ИИ) изменит почти четверть рабочих мест в мире. На рабочие места также повлияют внедрение цифровых технологий, переход на экологически чистую энергию и перераспределение цепочек поставок.",https://www.kommersant.ru/doc/5966219,"Mon, 01 May 2023 06:37:07 +0300"
"В аэропорту Манилы из-за отключения света отменили 40 рейсов","В третьем терминале Международного аэропорта имени Ниноя Акино в Маниле произошло отключение электроэнергии, сообщила пресс-служба аэропорта. По информации Reuters, из-за этого были отменены около 40 рейсов.",https://www.kommersant.ru/doc/5966216,"Mon, 01 May 2023 06:05:21 +0300"
"Автобус в Мексике упал в овраг, погибли 18 туристов","В мексиканском штате Наярит на западе страны автобус с туристами упал в овраг. В результате ДТП погибли 18 человек, еще 33 пострадали.",https://www.kommersant.ru/doc/5966215,"Mon, 01 May 2023 05:39:45 +0300"
"SpaceX запустила на орбиту ракету Falcon Heavy со спутником массой более 6 тонн","Тяжелая ракета Falcon Heavy американской компании SpaceX со спутником ViaSat-3 Americas была запущена на орбиту земли. Спутник обеспечит высокоскоростным интернетом Северную и Южную Америку.",https://www.kommersant.ru/doc/5966214,"Mon, 01 May 2023 05:22:38 +0300"
"На Камчатке рядом с вулканом Шивелуч произошло землетрясение магнитудой 5","В районе вулкана Шивелуч на Камчатке произошло землетрясение магнитудой 5. Об этом сообщил Камчатский филиал Единой геофизической службы РАН в своем Telegram-канале.",https://www.kommersant.ru/doc/5966213,"Mon, 01 May 2023 04:46:59 +0300"
"По всей территории Украины объявлена воздушная тревога","Воздушная тревога объявлена на всей территории Украины, следует из данных портала оповещения населения. После 03:00 тревогу объявили в Николаевской, Одесской, Харьковской, Сумской, Полтавской и Днепропетровской областях.",https://www.kommersant.ru/doc/5966212,"Mon, 01 May 2023 04:27:20 +0300"
"«Вызов» возглавил российский прокат второй уикенд подряд","Российский фильм «Вызов» собрал 301 млн руб. за втором уикенде проката (27-30 мая). Фильм возглавил прокат в России и странах СНГ.",https://www.kommersant.ru/doc/5966211,"Mon, 01 May 2023 04:19:14 +0300"
"СМИ: Лиз Трасс выставили счет на $15 тыс. за пропавшие из правительственного особняка тапочки, халаты и продукты питания","Экс-премьеру и бывшей главе МИД Великобритании Лиз Трасс выставили счет от правительства страны на 12 тыс. фунтов стерлингов ($15 тыс.). Ее попросили оплатить тапочки, банные халаты и продукты питания, пропавшие из правительственного особняка Чивнинг-хаус.",https://www.kommersant.ru/doc/5966210,"Mon, 01 May 2023 03:58:32 +0300"
"Генсек ООН направил своего заместителя в Судан","Генеральный секретарь ООН Антониу Гутерриш направляет в Судан своего заместителя Мартина Гриффитса из-за обострения конфликта в стране. Об этом сообщил его официальный представитель Стефан Дюжаррик.",https://www.kommersant.ru/doc/5966209,"Mon, 01 May 2023 03:21:40 +0300"
"В выборах президента Парагвая побеждает кандидат от правящей партии Сантьяго Пенью","По итогам обработки 80% голосов в выборах президента Парагвая побеждает кандидат от правящей партии «Колорадо» Сантьяго Пенью, сообщают СМИ со ссылкой на данные избирательной комиссии страны. Господин Пенью объявил о своей победе.",https://www.kommersant.ru/doc/5966208,"Mon, 01 May 2023 02:58:56 +0300"
"В Белоруссии планируют выбрать место для хранения радиоактивных отходов в течение полутора лет","Площадку для размещения пункта хранения радиоактивных отходов (РАО) в Белоруссии выберут в течение полутора лет. Об этом сообщила начальник Департамента по ядерной и радиационной безопасности (Госатомнадзор) МЧС Белоруссии Ольга Луговская.",https://www.kommersant.ru/doc/5966207,"Mon, 01 May 2023 02:41:05 +0300"
"Сенатор-республиканец Тим Скотт объявит о своем участии в выборах президента США 22 мая","Сенатор от Республиканской партии Тим Скотт из Южной Каролины заявил, что 22 мая собирается  сделать важное объявление. Об этом сообщили телеканал CNN, AP и Bloomberg.",https://www.kommersant.ru/doc/5966206,"Mon, 01 May 2023 02:24:56 +0300"
"В Павлограде в Днепропетровской области сообщили о взрывах","В Днепропетровской области в городе Павлоград произошли мощные взрывы, сообщили украинские СМИ. Позже мэр Павлограда Анатолий Вершина подтвердил эту информацию в разговоре с изданием «Суспильне».",https://www.kommersant.ru/doc/5966205,"Mon, 01 May 2023 01:58:22 +0300"
"ТАСС: в Москве задержали двух мужчин, запустивших неизвестный дрон","Двух мужчин, запустивших неизвестный дрон, задержали на улице Адмирала Ушакова на юго-западе Москвы. Дрон изъяли и передали на экспертизу.",https://www.kommersant.ru/doc/5966204,"Mon, 01 May 2023 01:41:33 +0300"
"Блинкен в разговоре с Алиевым подчернул важность открытия Лачинского коридора","Госсекретарь США Энтони Блинкен и президент Азербайджана Ильхам Алиев провели телефонные переговоры. Во время разговора господин Блинкен подчеркнул важность открытия Лачинского коридора для частного и коммерческого транспорта.",https://www.kommersant.ru/doc/5966203,"Mon, 01 May 2023 01:18:32 +0300"
"Эрдоган: разведка Турции ликвидировала главаря ИГ в Сирии","Разведка Турции ликвидировала главаря терристической группировки «Исламское государство» (ИГ; запрещена в России) Абу аль-Хусейна аль-Курейши. Операция прошла в субботу, 29 апреля.",https://www.kommersant.ru/doc/5966202,"Mon, 01 May 2023 00:54:19 +0300"
"Кадыров заявил о желании создать «армию для защиты угнетенных народов»","Глава Чечни Рамзан Кадыров заявил, что хочет создать «хорошую такую армию». По его словам, она будет защищать народы от стран, «которые называют себя самыми демократичными».",https://www.kommersant.ru/doc/5966201,"Mon, 01 May 2023 00:40:18 +0300"
"Пловчиха Анастасия Кирпичникова объявила о смене спортивного гражданства на французское","Чемпионка Европы по плаванию на короткой воде Анастасия Кирпичникова сменила спортивное гражданство с российского на французское. Об этом она сообщила в своих соцсетях.",https://www.kommersant.ru/doc/5966200,"Mon, 01 May 2023 00:20:01 +0300"
"У контрабандиста изъяли человеческие волосы на миллионы рублей","
    Врач-травматолог Самат Барктабасов предупредил, что при растяжении спины во время работ на даче необходимо незамедлительно прекратить любую активность. В качестве мер скорой помощи при подобных травмах он рекомендовал соблюдение постельного режима и охлаждение места растяжения.
  ",https://lenta.ru/news/2023/05/03/backsprain/,"Wed, 03 May 2023 18:35:07 +0300"
"Пашинян заявил о готовности подписать документ с Азербайджаном","
    В Турции задержали мужчину, который ввез в страну волосы на полтора миллиона турецких лир (6,1 миллиона рублей). Сотни пучков человеческих волос были изъяты у прибывшего из Ирана пассажира в восточной провинции Агры в среду, 3 мая. Волосы, по версии следствия должны были быть переправлены на Гранд-базар Стамбула.
  ",https://lenta.ru/news/2023/05/03/smuggledhair/,"Wed, 03 May 2023 18:35:05 +0300"
"Пассажиры падающего самолета засняли происходящее на борту на видео","
    Премьер-министр Армении Никол Пашинян заявил, что готов подписать обсуждаемый на переговорах с Азербайджаном документ. «Если будет возможность подписать документ, я буду рад», — сказал он. Политик отметил, что в Вашингтоне проходят переговоры между главами МИД двух республик.
  ",https://lenta.ru/news/2023/05/03/documentarm/,"Wed, 03 May 2023 18:33:53 +0300"
"В России спрогнозировали рост продаж новых автомобилей","
    Пассажиры упавшего в Панаме легкомоторного самолета Cessna 172 чудом выжили и засняли происходившее на борту на видео. На борту воздушного судна находились пилот Архимедес Варгас (Arquimedes Vargas) и трое медицинских работников. Все четверо были доставлены в больницу, однако чувствовали себя хорошо.
  ",https://lenta.ru/news/2023/05/03/samolet/,"Wed, 03 May 2023 18:33:33 +0300"
"Советский «Космос-2222» сгорел в атмосфере","
    Российские автодилеры спрогнозировали рост продаж новых автомобилей в 2023 году до 0,8-1 миллиона единиц по сравнению с 687 тысячами в прошлом году. По словам аналитиков, итоговое количество будет зависеть от официальных поставок брендов, объема производства заводов на территории страны и курсов валют.
  ",https://lenta.ru/news/2023/05/03/rusavtorynok/,"Wed, 03 May 2023 18:31:55 +0300"
"Экс-солистка «Ленинграда» выплатила режиссеру полмиллиона из-за секс-скандала","
    Советский спутник системы предупреждения о ракетном нападении (СПРН) «Космос-2222» сошел с орбиты и сгорел в атмосфере, следует из данных Командования воздушно-космической обороны Северной Америки (NORAD). Аппарат, который входил в спутниковую систему «Око», запустили 25 ноября 1992 года.
  ",https://lenta.ru/news/2023/05/03/sat/,"Wed, 03 May 2023 18:31:00 +0300"
